Six-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
366213,21,5,3
366214,22,6,2
366215,23,7,1
366216,24,0,0
366221,20,4,4
366222,21,5,3
366223,22,6,2
366224,23,7,1
366225,24,0,0
366226,25,1,7
366231,21,5,3
366232,22,6,2
366233,23,7,1
366234,24,0,0
366235,25,1,7
366236,26,2,6
366241,22,6,2
366242,23,7,1
366243,24,0,0
366244,25,1,7
366245,26,2,6
366246,27,3,5
366251,23,7,1
366252,24,0,0
366253,25,1,7
366254,26,2,6
366255,27,3,5
366256,28,4,4
366261,24,0,0
366262,25,1,7
366263,26,2,6
366264,27,3,5
366265,28,4,4
366266,29,5,3
366311,20,4,4
366312,21,5,3
366313,22,6,2
366314,23,7,1
366315,24,0,0
366316,25,1,7
366321,21,5,3
366322,22,6,2
366323,23,7,1
366324,24,0,0
366325,25,1,7
366326,26,2,6
366331,22,6,2
366332,23,7,1
366333,24,0,0
366334,25,1,7
366335,26,2,6
366336,27,3,5
366341,23,7,1
366342,24,0,0
366343,25,1,7
366344,26,2,6
366345,27,3,5
366346,28,4,4
366351,24,0,0
366352,25,1,7
366353,26,2,6
366354,27,3,5
366355,28,4,4
366356,29,5,3
366361,25,1,7
366362,26,2,6
366363,27,3,5
366364,28,4,4
366365,29,5,3
366366,30,6,2
366411,21,5,3
366412,22,6,2
366413,23,7,1
366414,24,0,0
366415,25,1,7
366416,26,2,6
366421,22,6,2
366422,23,7,1
366423,24,0,0
366424,25,1,7
366425,26,2,6
366426,27,3,5
366431,23,7,1
366432,24,0,0
366433,25,1,7
366434,26,2,6
366435,27,3,5
366436,28,4,4
366441,24,0,0
366442,25,1,7
366443,26,2,6
366444,27,3,5
366445,28,4,4
366446,29,5,3
366451,25,1,7
366452,26,2,6
366453,27,3,5
366454,28,4,4
366455,29,5,3
366456,30,6,2
366461,26,2,6
366462,27,3,5
366463,28,4,4
366464,29,5,3
366465,30,6,2
366466,31,7,1
366511,22,6,2
366512,23,7,1
366513,24,0,0
366514,25,1,7
366515,26,2,6
366516,27,3,5
366521,23,7,1
366522,24,0,0
366523,25,1,7
366524,26,2,6
366525,27,3,5
366526,28,4,4
366531,24,0,0
366532,25,1,7
366533,26,2,6
366534,27,3,5
366535,28,4,4
366536,29,5,3
366541,25,1,7
366542,26,2,6
366543,27,3,5
366544,28,4,4
366545,29,5,3
366546,30,6,2
366551,26,2,6
366552,27,3,5
366553,28,4,4
366554,29,5,3
366555,30,6,2
366556,31,7,1
366561,27,3,5
366562,28,4,4
366563,29,5,3
366564,30,6,2
366565,31,7,1
366566,32,0,0
366611,23,7,1
366612,24,0,0
366613,25,1,7
366614,26,2,6
366615,27,3,5
366616,28,4,4
366621,24,0,0
366622,25,1,7
366623,26,2,6
366624,27,3,5
366625,28,4,4
366626,29,5,3
366631,25,1,7
366632,26,2,6
366633,27,3,5
366634,28,4,4
366635,29,5,3
366636,30,6,2
366641,26,2,6
366642,27,3,5
366643,28,4,4
366644,29,5,3
366645,30,6,2
366646,31,7,1
366651,27,3,5
366652,28,4,4
366653,29,5,3
366654,30,6,2
366655,31,7,1
366656,32,0,0
366661,28,4,4
366662,29,5,3
366663,30,6,2
366664,31,7,1
366665,32,0,0
366666,33,1,7
411111,9,1,7
411112,10,2,6
411113,11,3,5
411114,12,4,4
411115,13,5,3
411116,14,6,2
411121,10,2,6
411122,11,3,5
411123,12,4,4
411124,13,5,3
411125,14,6,2
411126,15,7,1
411131,11,3,5
411132,12,4,4
411133,13,5,3
411134,14,6,2
411135,15,7,1
411136,16,0,0
411141,12,4,4
411142,13,5,3
411143,14,6,2
411144,15,7,1
411145,16,0,0
411146,17,1,7
411151,13,5,3
411152,14,6,2
411153,15,7,1
411154,16,0,0
411155,17,1,7
411156,18,2,6
411161,14,6,2
411162,15,7,1
411163,16,0,0
411164,17,1,7
411165,18,2,6
411166,19,3,5
411211,10,2,6
411212,11,3,5
411213,12,4,4
411214,13,5,3
411215,14,6,2
411216,15,7,1
411221,11,3,5
411222,12,4,4
411223,13,5,3
411224,14,6,2
411225,15,7,1
411226,16,0,0
411231,12,4,4
411232,13,5,3
411233,14,6,2
411234,15,7,1
411235,16,0,0
411236,17,1,7
411241,13,5,3
411242,14,6,2
411243,15,7,1
411244,16,0,0
411245,17,1,7
411246,18,2,6
411251,14,6,2
411252,15,7,1
411253,16,0,0
411254,17,1,7
411255,18,2,6
411256,19,3,5
411261,15,7,1
411262,16,0,0
411263,17,1,7
411264,18,2,6
411265,19,3,5
411266,20,4,4
411311,11,3,5
411312,12,4,4
411313,13,5,3
411314,14,6,2
411315,15,7,1
411316,16,0,0
411321,12,4,4
411322,13,5,3
411323,14,6,2
411324,15,7,1
411325,16,0,0
411326,17,1,7
411331,13,5,3
411332,14,6,2
411333,15,7,1
411334,16,0,0
411335,17,1,7
411336,18,2,6
411341,14,6,2
411342,15,7,1
411343,16,0,0
411344,17,1,7
411345,18,2,6
411346,19,3,5
411351,15,7,1
411352,16,0,0
411353,17,1,7
411354,18,2,6
411355,19,3,5
411356,20,4,4
411361,16,0,0
411362,17,1,7
411363,18,2,6
411364,19,3,5
411365,20,4,4
411366,21,5,3
411411,12,4,4
411412,13,5,3
411413,14,6,2
411414,15,7,1
411415,16,0,0
411416,17,1,7
411421,13,5,3
411422,14,6,2
411423,15,7,1
411424,16,0,0
411425,17,1,7
411426,18,2,6
411431,14,6,2
411432,15,7,1
411433,16,0,0
411434,17,1,7
411435,18,2,6
411436,19,3,5
411441,15,7,1
411442,16,0,0
411443,17,1,7
411444,18,2,6
411445,19,3,5
411446,20,4,4
411451,16,0,0
411452,17,1,7
411453,18,2,6
411454,19,3,5
411455,20,4,4
411456,21,5,3
411461,17,1,7
411462,18,2,6
411463,19,3,5
411464,20,4,4
411465,21,5,3
411466,22,6,2
411511,13,5,3
411512,14,6,2
411513,15,7,1
411514,16,0,0
411515,17,1,7
411516,18,2,6
411521,14,6,2
411522,15,7,1
411523,16,0,0
411524,17,1,7
411525,18,2,6
411526,19,3,5
411531,15,7,1
411532,16,0,0
411533,17,1,7
411534,18,2,6
411535,19,3,5
411536,20,4,4
411541,16,0,0
411542,17,1,7
411543,18,2,6
411544,19,3,5
411545,20,4,4
411546,21,5,3
411551,17,1,7
411552,18,2,6
411553,19,3,5
411554,20,4,4
411555,21,5,3
411556,22,6,2
411561,18,2,6
411562,19,3,5
411563,20,4,4
411564,21,5,3
411565,22,6,2
411566,23,7,1
411611,14,6,2
411612,15,7,1
411613,16,0,0
411614,17,1,7
411615,18,2,6
411616,19,3,5
411621,15,7,1
411622,16,0,0
411623,17,1,7
411624,18,2,6
411625,19,3,5
411626,20,4,4
411631,16,0,0
411632,17,1,7
411633,18,2,6
411634,19,3,5
411635,20,4,4
411636,21,5,3
411641,17,1,7
411642,18,2,6
411643,19,3,5
411644,20,4,4
411645,21,5,3
411646,22,6,2
411651,18,2,6
411652,19,3,5
411653,20,4,4
411654,21,5,3
411655,22,6,2
411656,23,7,1
411661,19,3,5
411662,20,4,4
411663,21,5,3
411664,22,6,2
411665,23,7,1
411666,24,0,0
412111,10,2,6
412112,11,3,5
412113,12,4,4
412114,13,5,3
412115,14,6,2
412116,15,7,1
412121,11,3,5
412122,12,4,4
412123,13,5,3
412124,14,6,2
412125,15,7,1
412126,16,0,0
412131,12,4,4
412132,13,5,3
412133,14,6,2
412134,15,7,1
412135,16,0,0
412136,17,1,7
412141,13,5,3
412142,14,6,2
412143,15,7,1
412144,16,0,0
412145,17,1,7
412146,18,2,6
412151,14,6,2
412152,15,7,1
412153,16,0,0
412154,17,1,7
412155,18,2,6
412156,19,3,5
412161,15,7,1
412162,16,0,0
412163,17,1,7
412164,18,2,6
412165,19,3,5
412166,20,4,4
412211,11,3,5
412212,12,4,4
412213,13,5,3
412214,14,6,2
412215,15,7,1
412216,16,0,0
412221,12,4,4
412222,13,5,3
412223,14,6,2
412224,15,7,1
412225,16,0,0
412226,17,1,7
412231,13,5,3
412232,14,6,2
412233,15,7,1
412234,16,0,0
412235,17,1,7
412236,18,2,6
412241,14,6,2
412242,15,7,1
412243,16,0,0
412244,17,1,7
412245,18,2,6
412246,19,3,5
412251,15,7,1
412252,16,0,0
412253,17,1,7
412254,18,2,6
412255,19,3,5
412256,20,4,4
412261,16,0,0
412262,17,1,7
412263,18,2,6
412264,19,3,5
412265,20,4,4
412266,21,5,3
412311,12,4,4
412312,13,5,3
412313,14,6,2
412314,15,7,1
412315,16,0,0
412316,17,1,7
412321,13,5,3
412322,14,6,2
412323,15,7,1
412324,16,0,0
412325,17,1,7
412326,18,2,6
412331,14,6,2
412332,15,7,1
412333,16,0,0
412334,17,1,7
412335,18,2,6
412336,19,3,5
412341,15,7,1
412342,16,0,0
412343,17,1,7
412344,18,2,6
412345,19,3,5
412346,20,4,4
412351,16,0,0
412352,17,1,7
412353,18,2,6
412354,19,3,5
412355,20,4,4
412356,21,5,3
412361,17,1,7
412362,18,2,6
412363,19,3,5
412364,20,4,4
412365,21,5,3
412366,22,6,2
412411,13,5,3
412412,14,6,2
412413,15,7,1
412414,16,0,0
412415,17,1,7
412416,18,2,6
412421,14,6,2
412422,15,7,1
412423,16,0,0
412424,17,1,7
412425,18,2,6
412426,19,3,5
412431,15,7,1
412432,16,0,0
412433,17,1,7
412434,18,2,6
412435,19,3,5
412436,20,4,4
412441,16,0,0
412442,17,1,7
412443,18,2,6
412444,19,3,5
412445,20,4,4
412446,21,5,3
412451,17,1,7
412452,18,2,6
412453,19,3,5
412454,20,4,4
412455,21,5,3
412456,22,6,2
412461,18,2,6
412462,19,3,5
412463,20,4,4
412464,21,5,3
412465,22,6,2
412466,23,7,1
412511,14,6,2
412512,15,7,1
412513,16,0,0
412514,17,1,7
412515,18,2,6
412516,19,3,5
412521,15,7,1
412522,16,0,0
412523,17,1,7
412524,18,2,6
412525,19,3,5
412526,20,4,4
412531,16,0,0
412532,17,1,7
412533,18,2,6
412534,19,3,5
412535,20,4,4
412536,21,5,3
412541,17,1,7
412542,18,2,6
412543,19,3,5
412544,20,4,4
412545,21,5,3
412546,22,6,2
412551,18,2,6
412552,19,3,5
412553,20,4,4
412554,21,5,3
412555,22,6,2
412556,23,7,1
412561,19,3,5
412562,20,4,4
412563,21,5,3
412564,22,6,2
412565,23,7,1
412566,24,0,0
412611,15,7,1
412612,16,0,0
412613,17,1,7
412614,18,2,6
412615,19,3,5
412616,20,4,4
412621,16,0,0
412622,17,1,7
412623,18,2,6
412624,19,3,5
412625,20,4,4
412626,21,5,3
412631,17,1,7
412632,18,2,6
412633,19,3,5
412634,20,4,4
412635,21,5,3
412636,22,6,2
412641,18,2,6
412642,19,3,5
412643,20,4,4
412644,21,5,3
412645,22,6,2
412646,23,7,1
412651,19,3,5
412652,20,4,4
412653,21,5,3
412654,22,6,2
412655,23,7,1
412656,24,0,0
412661,20,4,4
412662,21,5,3
412663,22,6,2
412664,23,7,1
412665,24,0,0
412666,25,1,7
413111,11,3,5
413112,12,4,4
413113,13,5,3
413114,14,6,2
413115,15,7,1
413116,16,0,0
413121,12,4,4
413122,13,5,3
413123,14,6,2
413124,15,7,1
413125,16,0,0
413126,17,1,7
413131,13,5,3
413132,14,6,2
413133,15,7,1
413134,16,0,0
413135,17,1,7
413136,18,2,6
413141,14,6,2
413142,15,7,1
413143,16,0,0
413144,17,1,7
413145,18,2,6
413146,19,3,5
413151,15,7,1
413152,16,0,0
413153,17,1,7
413154,18,2,6
413155,19,3,5
413156,20,4,4
413161,16,0,0
413162,17,1,7
413163,18,2,6
413164,19,3,5
413165,20,4,4
413166,21,5,3
413211,12,4,4
413212,13,5,3
413213,14,6,2
413214,15,7,1
413215,16,0,0
413216,17,1,7
413221,13,5,3
413222,14,6,2
413223,15,7,1
413224,16,0,0
413225,17,1,7
413226,18,2,6
413231,14,6,2
413232,15,7,1
413233,16,0,0
413234,17,1,7
413235,18,2,6
413236,19,3,5
413241,15,7,1
413242,16,0,0
413243,17,1,7
413244,18,2,6
413245,19,3,5
413246,20,4,4
413251,16,0,0
413252,17,1,7
413253,18,2,6
413254,19,3,5
413255,20,4,4
413256,21,5,3
413261,17,1,7
413262,18,2,6
413263,19,3,5
413264,20,4,4
413265,21,5,3
413266,22,6,2
413311,13,5,3
413312,14,6,2
413313,15,7,1
413314,16,0,0
413315,17,1,7
413316,18,2,6
413321,14,6,2
413322,15,7,1
413323,16,0,0
413324,17,1,7
413325,18,2,6
413326,19,3,5
413331,15,7,1
413332,16,0,0
413333,17,1,7
413334,18,2,6
413335,19,3,5
413336,20,4,4
413341,16,0,0
413342,17,1,7
413343,18,2,6
413344,19,3,5
413345,20,4,4
413346,21,5,3
413351,17,1,7
413352,18,2,6
413353,19,3,5
413354,20,4,4
413355,21,5,3
413356,22,6,2
413361,18,2,6
413362,19,3,5
413363,20,4,4
413364,21,5,3
413365,22,6,2
413366,23,7,1
413411,14,6,2
413412,15,7,1
413413,16,0,0
413414,17,1,7
413415,18,2,6
413416,19,3,5
413421,15,7,1
413422,16,0,0
413423,17,1,7
413424,18,2,6
413425,19,3,5
413426,20,4,4
413431,16,0,0
413432,17,1,7
413433,18,2,6
413434,19,3,5
413435,20,4,4
413436,21,5,3
413441,17,1,7
413442,18,2,6
413443,19,3,5
413444,20,4,4
413445,21,5,3
413446,22,6,2
413451,18,2,6
413452,19,3,5
413453,20,4,4
413454,21,5,3
413455,22,6,2
413456,23,7,1
413461,19,3,5
413462,20,4,4
413463,21,5,3
413464,22,6,2
413465,23,7,1
413466,24,0,0
413511,15,7,1
413512,16,0,0
413513,17,1,7
413514,18,2,6
413515,19,3,5
413516,20,4,4
413521,16,0,0
413522,17,1,7
413523,18,2,6
413524,19,3,5
413525,20,4,4
413526,21,5,3
413531,17,1,7
413532,18,2,6
413533,19,3,5
413534,20,4,4
413535,21,5,3
413536,22,6,2
413541,18,2,6
413542,19,3,5
413543,20,4,4
413544,21,5,3
413545,22,6,2
413546,23,7,1
413551,19,3,5
413552,20,4,4
413553,21,5,3
413554,22,6,2
413555,23,7,1
413556,24,0,0
413561,20,4,4
413562,21,5,3
413563,22,6,2
413564,23,7,1
413565,24,0,0
413566,25,1,7
413611,16,0,0
413612,17,1,7
413613,18,2,6
413614,19,3,5
413615,20,4,4
413616,21,5,3
413621,17,1,7
413622,18,2,6
413623,19,3,5
413624,20,4,4
413625,21,5,3
413626,22,6,2
413631,18,2,6
413632,19,3,5
413633,20,4,4
413634,21,5,3
413635,22,6,2
413636,23,7,1
413641,19,3,5
413642,20,4,4
413643,21,5,3
413644,22,6,2
413645,23,7,1
413646,24,0,0
413651,20,4,4
413652,21,5,3
413653,22,6,2
413654,23,7,1
413655,24,0,0
413656,25,1,7
413661,21,5,3
413662,22,6,2
413663,23,7,1
413664,24,0,0
413665,25,1,7
413666,26,2,6
414111,12,4,4
414112,13,5,3
414113,14,6,2
414114,15,7,1
414115,16,0,0
414116,17,1,7
414121,13,5,3
414122,14,6,2
414123,15,7,1
414124,16,0,0
414125,17,1,7
414126,18,2,6
414131,14,6,2
414132,15,7,1
414133,16,0,0
414134,17,1,7
414135,18,2,6
414136,19,3,5
414141,15,7,1
414142,16,0,0
414143,17,1,7
414144,18,2,6
414145,19,3,5
414146,20,4,4
414151,16,0,0
414152,17,1,7
414153,18,2,6
414154,19,3,5
414155,20,4,4
414156,21,5,3
414161,17,1,7
414162,18,2,6
414163,19,3,5
414164,20,4,4
414165,21,5,3
414166,22,6,2
414211,13,5,3
414212,14,6,2
414213,15,7,1
414214,16,0,0
414215,17,1,7
414216,18,2,6
414221,14,6,2
414222,15,7,1
414223,16,0,0
414224,17,1,7
414225,18,2,6
414226,19,3,5
414231,15,7,1
414232,16,0,0
414233,17,1,7
414234,18,2,6
414235,19,3,5
414236,20,4,4
414241,16,0,0
414242,17,1,7
414243,18,2,6
414244,19,3,5
414245,20,4,4
414246,21,5,3
414251,17,1,7
414252,18,2,6
414253,19,3,5
414254,20,4,4
414255,21,5,3
414256,22,6,2
414261,18,2,6
414262,19,3,5
414263,20,4,4
414264,21,5,3
414265,22,6,2
414266,23,7,1
414311,14,6,2
414312,15,7,1
414313,16,0,0
414314,17,1,7
414315,18,2,6
414316,19,3,5
414321,15,7,1
414322,16,0,0
414323,17,1,7
414324,18,2,6
414325,19,3,5
414326,20,4,4
414331,16,0,0
414332,17,1,7
414333,18,2,6
414334,19,3,5
414335,20,4,4
414336,21,5,3
414341,17,1,7
414342,18,2,6
414343,19,3,5
414344,20,4,4
414345,21,5,3
414346,22,6,2
414351,18,2,6
414352,19,3,5
414353,20,4,4
414354,21,5,3
414355,22,6,2
414356,23,7,1
414361,19,3,5
414362,20,4,4
414363,21,5,3
414364,22,6,2
414365,23,7,1
414366,24,0,0
414411,15,7,1
414412,16,0,0
414413,17,1,7
414414,18,2,6
414415,19,3,5
414416,20,4,4
414421,16,0,0
414422,17,1,7
414423,18,2,6
414424,19,3,5
414425,20,4,4
414426,21,5,3
414431,17,1,7
414432,18,2,6
414433,19,3,5
414434,20,4,4
414435,21,5,3
414436,22,6,2
414441,18,2,6
414442,19,3,5
414443,20,4,4
414444,21,5,3
414445,22,6,2
414446,23,7,1
414451,19,3,5
414452,20,4,4
414453,21,5,3
414454,22,6,2
414455,23,7,1
414456,24,0,0
414461,20,4,4
414462,21,5,3
414463,22,6,2
414464,23,7,1
414465,24,0,0
414466,25,1,7
414511,16,0,0
414512,17,1,7
414513,18,2,6
414514,19,3,5
414515,20,4,4
414516,21,5,3
414521,17,1,7
414522,18,2,6
414523,19,3,5
414524,20,4,4
414525,21,5,3
414526,22,6,2
414531,18,2,6
414532,19,3,5
414533,20,4,4
414534,21,5,3
414535,22,6,2
414536,23,7,1
414541,19,3,5
414542,20,4,4
414543,21,5,3
414544,22,6,2
414545,23,7,1
414546,24,0,0
414551,20,4,4
414552,21,5,3
414553,22,6,2
414554,23,7,1
414555,24,0,0
414556,25,1,7
414561,21,5,3
414562,22,6,2
414563,23,7,1
414564,24,0,0
414565,25,1,7
414566,26,2,6
414611,17,1,7
414612,18,2,6
414613,19,3,5
414614,20,4,4
414615,21,5,3
414616,22,6,2
414621,18,2,6
414622,19,3,5
414623,20,4,4
414624,21,5,3
414625,22,6,2
414626,23,7,1
414631,19,3,5
414632,20,4,4
414633,21,5,3
414634,22,6,2
414635,23,7,1
414636,24,0,0
414641,20,4,4
414642,21,5,3
414643,22,6,2
414644,23,7,1
414645,24,0,0
414646,25,1,7
414651,21,5,3
414652,22,6,2
414653,23,7,1
414654,24,0,0
414655,25,1,7
414656,26,2,6
414661,22,6,2
414662,23,7,1
414663,24,0,0
414664,25,1,7
414665,26,2,6
414666,27,3,5
415111,13,5,3
415112,14,6,2
415113,15,7,1
415114,16,0,0
415115,17,1,7
415116,18,2,6
415121,14,6,2
415122,15,7,1
415123,16,0,0
415124,17,1,7
415125,18,2,6
415126,19,3,5
415131,15,7,1
415132,16,0,0
415133,17,1,7
415134,18,2,6
415135,19,3,5
415136,20,4,4
415141,16,0,0
415142,17,1,7
415143,18,2,6
415144,19,3,5
415145,20,4,4
415146,21,5,3
415151,17,1,7
415152,18,2,6
415153,19,3,5
415154,20,4,4
415155,21,5,3
415156,22,6,2
415161,18,2,6
415162,19,3,5
415163,20,4,4
415164,21,5,3
415165,22,6,2
415166,23,7,1
415211,14,6,2
415212,15,7,1
415213,16,0,0
415214,17,1,7
415215,18,2,6
415216,19,3,5
415221,15,7,1
415222,16,0,0
415223,17,1,7
415224,18,2,6
415225,19,3,5
415226,20,4,4
415231,16,0,0
415232,17,1,7
415233,18,2,6
415234,19,3,5
415235,20,4,4
415236,21,5,3
415241,17,1,7
415242,18,2,6
415243,19,3,5
415244,20,4,4
415245,21,5,3
415246,22,6,2
415251,18,2,6
415252,19,3,5
415253,20,4,4
415254,21,5,3
415255,22,6,2
415256,23,7,1
415261,19,3,5
415262,20,4,4
415263,21,5,3
415264,22,6,2
415265,23,7,1
415266,24,0,0
415311,15,7,1
415312,16,0,0
415313,17,1,7
415314,18,2,6
415315,19,3,5
415316,20,4,4
415321,16,0,0
415322,17,1,7
415323,18,2,6
415324,19,3,5
415325,20,4,4
415326,21,5,3
415331,17,1,7
415332,18,2,6
415333,19,3,5
415334,20,4,4
415335,21,5,3
415336,22,6,2
415341,18,2,6
415342,19,3,5
415343,20,4,4
415344,21,5,3
415345,22,6,2
415346,23,7,1
415351,19,3,5
415352,20,4,4
415353,21,5,3
415354,22,6,2
415355,23,7,1
415356,24,0,0
415361,20,4,4
415362,21,5,3
415363,22,6,2
415364,23,7,1
415365,24,0,0
415366,25,1,7
415411,16,0,0
415412,17,1,7
415413,18,2,6
415414,19,3,5
415415,20,4,4
415416,21,5,3
415421,17,1,7
415422,18,2,6
415423,19,3,5
415424,20,4,4
415425,21,5,3
415426,22,6,2
415431,18,2,6
415432,19,3,5
415433,20,4,4
415434,21,5,3
415435,22,6,2
415436,23,7,1
415441,19,3,5
415442,20,4,4
415443,21,5,3
415444,22,6,2
415445,23,7,1
415446,24,0,0
415451,20,4,4
415452,21,5,3
415453,22,6,2
415454,23,7,1
415455,24,0,0
415456,25,1,7
415461,21,5,3
415462,22,6,2
415463,23,7,1
415464,24,0,0
415465,25,1,7
415466,26,2,6
415511,17,1,7
415512,18,2,6
415513,19,3,5
415514,20,4,4
415515,21,5,3
415516,22,6,2
415521,18,2,6
415522,19,3,5
415523,20,4,4
415524,21,5,3
415525,22,6,2
415526,23,7,1
415531,19,3,5
415532,20,4,4
415533,21,5,3
415534,22,6,2
415535,23,7,1
415536,24,0,0
415541,20,4,4
415542,21,5,3
415543,22,6,2
415544,23,7,1
415545,24,0,0
415546,25,1,7
415551,21,5,3
415552,22,6,2
415553,23,7,1
415554,24,0,0
415555,25,1,7
415556,26,2,6
415561,22,6,2
415562,23,7,1
415563,24,0,0
415564,25,1,7
415565,26,2,6
415566,27,3,5
415611,18,2,6
415612,19,3,5
415613,20,4,4
415614,21,5,3
415615,22,6,2
415616,23,7,1
415621,19,3,5
415622,20,4,4
415623,21,5,3
415624,22,6,2
415625,23,7,1
415626,24,0,0
415631,20,4,4
415632,21,5,3
415633,22,6,2
415634,23,7,1
415635,24,0,0
415636,25,1,7
415641,21,5,3
415642,22,6,2
415643,23,7,1
415644,24,0,0
415645,25,1,7
415646,26,2,6
415651,22,6,2
415652,23,7,1
415653,24,0,0
415654,25,1,7
415655,26,2,6
415656,27,3,5
415661,23,7,1
415662,24,0,0
415663,25,1,7
415664,26,2,6
415665,27,3,5
415666,28,4,4
416111,14,6,2
416112,15,7,1
416113,16,0,0
416114,17,1,7
416115,18,2,6
416116,19,3,5
416121,15,7,1
416122,16,0,0
416123,17,1,7
416124,18,2,6
416125,19,3,5
416126,20,4,4
416131,16,0,0
416132,17,1,7
416133,18,2,6
416134,19,3,5
416135,20,4,4
416136,21,5,3
416141,17,1,7
416142,18,2,6
416143,19,3,5
416144,20,4,4
416145,21,5,3
416146,22,6,2
416151,18,2,6
416152,19,3,5
416153,20,4,4
416154,21,5,3
416155,22,6,2
416156,23,7,1
416161,19,3,5
416162,20,4,4
416163,21,5,3
416164,22,6,2
416165,23,7,1
416166,24,0,0
416211,15,7,1
416212,16,0,0
416213,17,1,7
416214,18,2,6
416215,19,3,5
416216,20,4,4
416221,16,0,0
416222,17,1,7
416223,18,2,6
416224,19,3,5
416225,20,4,4
416226,21,5,3
416231,17,1,7
416232,18,2,6
416233,19,3,5
416234,20,4,4
416235,21,5,3
416236,22,6,2
416241,18,2,6
416242,19,3,5
416243,20,4,4
416244,21,5,3
416245,22,6,2
416246,23,7,1
416251,19,3,5
416252,20,4,4
416253,21,5,3
416254,22,6,2
416255,23,7,1
416256,24,0,0
416261,20,4,4
416262,21,5,3
416263,22,6,2
416264,23,7,1
416265,24,0,0
416266,25,1,7
416311,16,0,0
416312,17,1,7
416313,18,2,6
416314,19,3,5
416315,20,4,4
416316,21,5,3
416321,17,1,7
416322,18,2,6
416323,19,3,5
416324,20,4,4
416325,21,5,3
416326,22,6,2
416331,18,2,6
416332,19,3,5
416333,20,4,4
416334,21,5,3
416335,22,6,2
416336,23,7,1
416341,19,3,5
416342,20,4,4
416343,21,5,3
416344,22,6,2
416345,23,7,1
416346,24,0,0
416351,20,4,4
416352,21,5,3
416353,22,6,2
416354,23,7,1
416355,24,0,0
416356,25,1,7
416361,21,5,3
416362,22,6,2
416363,23,7,1
416364,24,0,0
416365,25,1,7
416366,26,2,6
416411,17,1,7
416412,18,2,6
416413,19,3,5
416414,20,4,4
416415,21,5,3
416416,22,6,2
416421,18,2,6
416422,19,3,5
416423,20,4,4
416424,21,5,3
416425,22,6,2
416426,23,7,1
416431,19,3,5
416432,20,4,4
416433,21,5,3
416434,22,6,2
416435,23,7,1
416436,24,0,0
416441,20,4,4
416442,21,5,3
416443,22,6,2
416444,23,7,1
416445,24,0,0
416446,25,1,7
416451,21,5,3
416452,22,6,2
416453,23,7,1
416454,24,0,0
416455,25,1,7
416456,26,2,6
416461,22,6,2
416462,23,7,1
416463,24,0,0
416464,25,1,7
416465,26,2,6
416466,27,3,5
416511,18,2,6
416512,19,3,5
416513,20,4,4
416514,21,5,3
416515,22,6,2
416516,23,7,1
416521,19,3,5
416522,20,4,4
416523,21,5,3
416524,22,6,2
416525,23,7,1
416526,24,0,0
416531,20,4,4
416532,21,5,3
416533,22,6,2
416534,23,7,1
416535,24,0,0
416536,25,1,7
416541,21,5,3
416542,22,6,2
416543,23,7,1
416544,24,0,0
416545,25,1,7
416546,26,2,6
416551,22,6,2
416552,23,7,1
416553,24,0,0
416554,25,1,7
416555,26,2,6
416556,27,3,5
416561,23,7,1
416562,24,0,0
416563,25,1,7
416564,26,2,6
416565,27,3,5
416566,28,4,4
416611,19,3,5
416612,20,4,4
416613,21,5,3
416614,22,6,2
416615,23,7,1
416616,24,0,0
416621,20,4,4
416622,21,5,3
416623,22,6,2
416624,23,7,1
416625,24,0,0
416626,25,1,7
416631,21,5,3
416632,22,6,2
416633,23,7,1
416634,24,0,0
416635,25,1,7
416636,26,2,6
416641,22,6,2
416642,23,7,1
416643,24,0,0
416644,25,1,7
416645,26,2,6
416646,27,3,5
416651,23,7,1
416652,24,0,0
416653,25,1,7
416654,26,2,6
416655,27,3,5
416656,28,4,4
416661,24,0,0
416662,25,1,7
416663,26,2,6
416664,27,3,5
416665,28,4,4
416666,29,5,3
421111,10,2,6
421112,11,3,5
421113,12,4,4
421114,13,5,3
421115,14,6,2
421116,15,7,1
421121,11,3,5
421122,12,4,4
421123,13,5,3
421124,14,6,2
421125,15,7,1
421126,16,0,0
421131,12,4,4
421132,13,5,3
421133,14,6,2
421134,15,7,1
421135,16,0,0
421136,17,1,7
421141,13,5,3
421142,14,6,2
421143,15,7,1
421144,16,0,0
421145,17,1,7
421146,18,2,6
421151,14,6,2
421152,15,7,1
421153,16,0,0
421154,17,1,7
421155,18,2,6
421156,19,3,5
421161,15,7,1
421162,16,0,0
421163,17,1,7
421164,18,2,6
421165,19,3,5
421166,20,4,4
421211,11,3,5
421212,12,4,4
421213,13,5,3
421214,14,6,2
421215,15,7,1
421216,16,0,0
421221,12,4,4
421222,13,5,3
421223,14,6,2
421224,15,7,1
421225,16,0,0
421226,17,1,7
421231,13,5,3
421232,14,6,2
421233,15,7,1
421234,16,0,0
421235,17,1,7
421236,18,2,6
421241,14,6,2
421242,15,7,1
421243,16,0,0
421244,17,1,7
421245,18,2,6
421246,19,3,5
421251,15,7,1
421252,16,0,0
421253,17,1,7
421254,18,2,6
421255,19,3,5
421256,20,4,4
421261,16,0,0
421262,17,1,7
421263,18,2,6
421264,19,3,5
421265,20,4,4
421266,21,5,3
421311,12,4,4
421312,13,5,3
421313,14,6,2
421314,15,7,1
421315,16,0,0
