Six-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
421316,17,1,7
421321,13,5,3
421322,14,6,2
421323,15,7,1
421324,16,0,0
421325,17,1,7
421326,18,2,6
421331,14,6,2
421332,15,7,1
421333,16,0,0
421334,17,1,7
421335,18,2,6
421336,19,3,5
421341,15,7,1
421342,16,0,0
421343,17,1,7
421344,18,2,6
421345,19,3,5
421346,20,4,4
421351,16,0,0
421352,17,1,7
421353,18,2,6
421354,19,3,5
421355,20,4,4
421356,21,5,3
421361,17,1,7
421362,18,2,6
421363,19,3,5
421364,20,4,4
421365,21,5,3
421366,22,6,2
421411,13,5,3
421412,14,6,2
421413,15,7,1
421414,16,0,0
421415,17,1,7
421416,18,2,6
421421,14,6,2
421422,15,7,1
421423,16,0,0
421424,17,1,7
421425,18,2,6
421426,19,3,5
421431,15,7,1
421432,16,0,0
421433,17,1,7
421434,18,2,6
421435,19,3,5
421436,20,4,4
421441,16,0,0
421442,17,1,7
421443,18,2,6
421444,19,3,5
421445,20,4,4
421446,21,5,3
421451,17,1,7
421452,18,2,6
421453,19,3,5
421454,20,4,4
421455,21,5,3
421456,22,6,2
421461,18,2,6
421462,19,3,5
421463,20,4,4
421464,21,5,3
421465,22,6,2
421466,23,7,1
421511,14,6,2
421512,15,7,1
421513,16,0,0
421514,17,1,7
421515,18,2,6
421516,19,3,5
421521,15,7,1
421522,16,0,0
421523,17,1,7
421524,18,2,6
421525,19,3,5
421526,20,4,4
421531,16,0,0
421532,17,1,7
421533,18,2,6
421534,19,3,5
421535,20,4,4
421536,21,5,3
421541,17,1,7
421542,18,2,6
421543,19,3,5
421544,20,4,4
421545,21,5,3
421546,22,6,2
421551,18,2,6
421552,19,3,5
421553,20,4,4
421554,21,5,3
421555,22,6,2
421556,23,7,1
421561,19,3,5
421562,20,4,4
421563,21,5,3
421564,22,6,2
421565,23,7,1
421566,24,0,0
421611,15,7,1
421612,16,0,0
421613,17,1,7
421614,18,2,6
421615,19,3,5
421616,20,4,4
421621,16,0,0
421622,17,1,7
421623,18,2,6
421624,19,3,5
421625,20,4,4
421626,21,5,3
421631,17,1,7
421632,18,2,6
421633,19,3,5
421634,20,4,4
421635,21,5,3
421636,22,6,2
421641,18,2,6
421642,19,3,5
421643,20,4,4
421644,21,5,3
421645,22,6,2
421646,23,7,1
421651,19,3,5
421652,20,4,4
421653,21,5,3
421654,22,6,2
421655,23,7,1
421656,24,0,0
421661,20,4,4
421662,21,5,3
421663,22,6,2
421664,23,7,1
421665,24,0,0
421666,25,1,7
422111,11,3,5
422112,12,4,4
422113,13,5,3
422114,14,6,2
422115,15,7,1
422116,16,0,0
422121,12,4,4
422122,13,5,3
422123,14,6,2
422124,15,7,1
422125,16,0,0
422126,17,1,7
422131,13,5,3
422132,14,6,2
422133,15,7,1
422134,16,0,0
422135,17,1,7
422136,18,2,6
422141,14,6,2
422142,15,7,1
422143,16,0,0
422144,17,1,7
422145,18,2,6
422146,19,3,5
422151,15,7,1
422152,16,0,0
422153,17,1,7
422154,18,2,6
422155,19,3,5
422156,20,4,4
422161,16,0,0
422162,17,1,7
422163,18,2,6
422164,19,3,5
422165,20,4,4
422166,21,5,3
422211,12,4,4
422212,13,5,3
422213,14,6,2
422214,15,7,1
422215,16,0,0
422216,17,1,7
422221,13,5,3
422222,14,6,2
422223,15,7,1
422224,16,0,0
422225,17,1,7
422226,18,2,6
422231,14,6,2
422232,15,7,1
422233,16,0,0
422234,17,1,7
422235,18,2,6
422236,19,3,5
422241,15,7,1
422242,16,0,0
422243,17,1,7
422244,18,2,6
422245,19,3,5
422246,20,4,4
422251,16,0,0
422252,17,1,7
422253,18,2,6
422254,19,3,5
422255,20,4,4
422256,21,5,3
422261,17,1,7
422262,18,2,6
422263,19,3,5
422264,20,4,4
422265,21,5,3
422266,22,6,2
422311,13,5,3
422312,14,6,2
422313,15,7,1
422314,16,0,0
422315,17,1,7
422316,18,2,6
422321,14,6,2
422322,15,7,1
422323,16,0,0
422324,17,1,7
422325,18,2,6
422326,19,3,5
422331,15,7,1
422332,16,0,0
422333,17,1,7
422334,18,2,6
422335,19,3,5
422336,20,4,4
422341,16,0,0
422342,17,1,7
422343,18,2,6
422344,19,3,5
422345,20,4,4
422346,21,5,3
422351,17,1,7
422352,18,2,6
422353,19,3,5
422354,20,4,4
422355,21,5,3
422356,22,6,2
422361,18,2,6
422362,19,3,5
422363,20,4,4
422364,21,5,3
422365,22,6,2
422366,23,7,1
422411,14,6,2
422412,15,7,1
422413,16,0,0
422414,17,1,7
422415,18,2,6
422416,19,3,5
422421,15,7,1
422422,16,0,0
422423,17,1,7
422424,18,2,6
422425,19,3,5
422426,20,4,4
422431,16,0,0
422432,17,1,7
422433,18,2,6
422434,19,3,5
422435,20,4,4
422436,21,5,3
422441,17,1,7
422442,18,2,6
422443,19,3,5
422444,20,4,4
422445,21,5,3
422446,22,6,2
422451,18,2,6
422452,19,3,5
422453,20,4,4
422454,21,5,3
422455,22,6,2
422456,23,7,1
422461,19,3,5
422462,20,4,4
422463,21,5,3
422464,22,6,2
422465,23,7,1
422466,24,0,0
422511,15,7,1
422512,16,0,0
422513,17,1,7
422514,18,2,6
422515,19,3,5
422516,20,4,4
422521,16,0,0
422522,17,1,7
422523,18,2,6
422524,19,3,5
422525,20,4,4
422526,21,5,3
422531,17,1,7
422532,18,2,6
422533,19,3,5
422534,20,4,4
422535,21,5,3
422536,22,6,2
422541,18,2,6
422542,19,3,5
422543,20,4,4
422544,21,5,3
422545,22,6,2
422546,23,7,1
422551,19,3,5
422552,20,4,4
422553,21,5,3
422554,22,6,2
422555,23,7,1
422556,24,0,0
422561,20,4,4
422562,21,5,3
422563,22,6,2
422564,23,7,1
422565,24,0,0
422566,25,1,7
422611,16,0,0
422612,17,1,7
422613,18,2,6
422614,19,3,5
422615,20,4,4
422616,21,5,3
422621,17,1,7
422622,18,2,6
422623,19,3,5
422624,20,4,4
422625,21,5,3
422626,22,6,2
422631,18,2,6
422632,19,3,5
422633,20,4,4
422634,21,5,3
422635,22,6,2
422636,23,7,1
422641,19,3,5
422642,20,4,4
422643,21,5,3
422644,22,6,2
422645,23,7,1
422646,24,0,0
422651,20,4,4
422652,21,5,3
422653,22,6,2
422654,23,7,1
422655,24,0,0
422656,25,1,7
422661,21,5,3
422662,22,6,2
422663,23,7,1
422664,24,0,0
422665,25,1,7
422666,26,2,6
423111,12,4,4
423112,13,5,3
423113,14,6,2
423114,15,7,1
423115,16,0,0
423116,17,1,7
423121,13,5,3
423122,14,6,2
423123,15,7,1
423124,16,0,0
423125,17,1,7
423126,18,2,6
423131,14,6,2
423132,15,7,1
423133,16,0,0
423134,17,1,7
423135,18,2,6
423136,19,3,5
423141,15,7,1
423142,16,0,0
423143,17,1,7
423144,18,2,6
423145,19,3,5
423146,20,4,4
423151,16,0,0
423152,17,1,7
423153,18,2,6
423154,19,3,5
423155,20,4,4
423156,21,5,3
423161,17,1,7
423162,18,2,6
423163,19,3,5
423164,20,4,4
423165,21,5,3
423166,22,6,2
423211,13,5,3
423212,14,6,2
423213,15,7,1
423214,16,0,0
423215,17,1,7
423216,18,2,6
423221,14,6,2
423222,15,7,1
423223,16,0,0
423224,17,1,7
423225,18,2,6
423226,19,3,5
423231,15,7,1
423232,16,0,0
423233,17,1,7
423234,18,2,6
423235,19,3,5
423236,20,4,4
423241,16,0,0
423242,17,1,7
423243,18,2,6
423244,19,3,5
423245,20,4,4
423246,21,5,3
423251,17,1,7
423252,18,2,6
423253,19,3,5
423254,20,4,4
423255,21,5,3
423256,22,6,2
423261,18,2,6
423262,19,3,5
423263,20,4,4
423264,21,5,3
423265,22,6,2
423266,23,7,1
423311,14,6,2
423312,15,7,1
423313,16,0,0
423314,17,1,7
423315,18,2,6
423316,19,3,5
423321,15,7,1
423322,16,0,0
423323,17,1,7
423324,18,2,6
423325,19,3,5
423326,20,4,4
423331,16,0,0
423332,17,1,7
423333,18,2,6
423334,19,3,5
423335,20,4,4
423336,21,5,3
423341,17,1,7
423342,18,2,6
423343,19,3,5
423344,20,4,4
423345,21,5,3
423346,22,6,2
423351,18,2,6
423352,19,3,5
423353,20,4,4
423354,21,5,3
423355,22,6,2
423356,23,7,1
423361,19,3,5
423362,20,4,4
423363,21,5,3
423364,22,6,2
423365,23,7,1
423366,24,0,0
423411,15,7,1
423412,16,0,0
423413,17,1,7
423414,18,2,6
423415,19,3,5
423416,20,4,4
423421,16,0,0
423422,17,1,7
423423,18,2,6
423424,19,3,5
423425,20,4,4
423426,21,5,3
423431,17,1,7
423432,18,2,6
423433,19,3,5
423434,20,4,4
423435,21,5,3
423436,22,6,2
423441,18,2,6
423442,19,3,5
423443,20,4,4
423444,21,5,3
423445,22,6,2
423446,23,7,1
423451,19,3,5
423452,20,4,4
423453,21,5,3
423454,22,6,2
423455,23,7,1
423456,24,0,0
423461,20,4,4
423462,21,5,3
423463,22,6,2
423464,23,7,1
423465,24,0,0
423466,25,1,7
423511,16,0,0
423512,17,1,7
423513,18,2,6
423514,19,3,5
423515,20,4,4
423516,21,5,3
423521,17,1,7
423522,18,2,6
423523,19,3,5
423524,20,4,4
423525,21,5,3
423526,22,6,2
423531,18,2,6
423532,19,3,5
423533,20,4,4
423534,21,5,3
423535,22,6,2
423536,23,7,1
423541,19,3,5
423542,20,4,4
423543,21,5,3
423544,22,6,2
423545,23,7,1
423546,24,0,0
423551,20,4,4
423552,21,5,3
423553,22,6,2
423554,23,7,1
423555,24,0,0
423556,25,1,7
423561,21,5,3
423562,22,6,2
423563,23,7,1
423564,24,0,0
423565,25,1,7
423566,26,2,6
423611,17,1,7
423612,18,2,6
423613,19,3,5
423614,20,4,4
423615,21,5,3
423616,22,6,2
423621,18,2,6
423622,19,3,5
423623,20,4,4
423624,21,5,3
423625,22,6,2
423626,23,7,1
423631,19,3,5
423632,20,4,4
423633,21,5,3
423634,22,6,2
423635,23,7,1
423636,24,0,0
423641,20,4,4
423642,21,5,3
423643,22,6,2
423644,23,7,1
423645,24,0,0
423646,25,1,7
423651,21,5,3
423652,22,6,2
423653,23,7,1
423654,24,0,0
423655,25,1,7
423656,26,2,6
423661,22,6,2
423662,23,7,1
423663,24,0,0
423664,25,1,7
423665,26,2,6
423666,27,3,5
424111,13,5,3
424112,14,6,2
424113,15,7,1
424114,16,0,0
424115,17,1,7
424116,18,2,6
424121,14,6,2
424122,15,7,1
424123,16,0,0
424124,17,1,7
424125,18,2,6
424126,19,3,5
424131,15,7,1
424132,16,0,0
424133,17,1,7
424134,18,2,6
424135,19,3,5
424136,20,4,4
424141,16,0,0
424142,17,1,7
424143,18,2,6
424144,19,3,5
424145,20,4,4
424146,21,5,3
424151,17,1,7
424152,18,2,6
424153,19,3,5
424154,20,4,4
424155,21,5,3
424156,22,6,2
424161,18,2,6
424162,19,3,5
424163,20,4,4
424164,21,5,3
424165,22,6,2
424166,23,7,1
424211,14,6,2
424212,15,7,1
424213,16,0,0
424214,17,1,7
424215,18,2,6
424216,19,3,5
424221,15,7,1
424222,16,0,0
424223,17,1,7
424224,18,2,6
424225,19,3,5
424226,20,4,4
424231,16,0,0
424232,17,1,7
424233,18,2,6
424234,19,3,5
424235,20,4,4
424236,21,5,3
424241,17,1,7
424242,18,2,6
424243,19,3,5
424244,20,4,4
424245,21,5,3
424246,22,6,2
424251,18,2,6
424252,19,3,5
424253,20,4,4
424254,21,5,3
424255,22,6,2
424256,23,7,1
424261,19,3,5
424262,20,4,4
424263,21,5,3
424264,22,6,2
424265,23,7,1
424266,24,0,0
424311,15,7,1
424312,16,0,0
424313,17,1,7
424314,18,2,6
424315,19,3,5
424316,20,4,4
424321,16,0,0
424322,17,1,7
424323,18,2,6
424324,19,3,5
424325,20,4,4
424326,21,5,3
424331,17,1,7
424332,18,2,6
424333,19,3,5
424334,20,4,4
424335,21,5,3
424336,22,6,2
424341,18,2,6
424342,19,3,5
424343,20,4,4
424344,21,5,3
424345,22,6,2
424346,23,7,1
424351,19,3,5
424352,20,4,4
424353,21,5,3
424354,22,6,2
424355,23,7,1
424356,24,0,0
424361,20,4,4
424362,21,5,3
424363,22,6,2
424364,23,7,1
424365,24,0,0
424366,25,1,7
424411,16,0,0
424412,17,1,7
424413,18,2,6
424414,19,3,5
424415,20,4,4
424416,21,5,3
424421,17,1,7
424422,18,2,6
424423,19,3,5
424424,20,4,4
424425,21,5,3
424426,22,6,2
424431,18,2,6
424432,19,3,5
424433,20,4,4
424434,21,5,3
424435,22,6,2
424436,23,7,1
424441,19,3,5
424442,20,4,4
424443,21,5,3
424444,22,6,2
424445,23,7,1
424446,24,0,0
424451,20,4,4
424452,21,5,3
424453,22,6,2
424454,23,7,1
424455,24,0,0
424456,25,1,7
424461,21,5,3
424462,22,6,2
424463,23,7,1
424464,24,0,0
424465,25,1,7
424466,26,2,6
424511,17,1,7
424512,18,2,6
424513,19,3,5
424514,20,4,4
424515,21,5,3
424516,22,6,2
424521,18,2,6
424522,19,3,5
424523,20,4,4
424524,21,5,3
424525,22,6,2
424526,23,7,1
424531,19,3,5
424532,20,4,4
424533,21,5,3
424534,22,6,2
424535,23,7,1
424536,24,0,0
424541,20,4,4
424542,21,5,3
424543,22,6,2
424544,23,7,1
424545,24,0,0
424546,25,1,7
424551,21,5,3
424552,22,6,2
424553,23,7,1
424554,24,0,0
424555,25,1,7
424556,26,2,6
424561,22,6,2
424562,23,7,1
424563,24,0,0
424564,25,1,7
424565,26,2,6
424566,27,3,5
424611,18,2,6
424612,19,3,5
424613,20,4,4
424614,21,5,3
424615,22,6,2
424616,23,7,1
424621,19,3,5
424622,20,4,4
424623,21,5,3
424624,22,6,2
424625,23,7,1
424626,24,0,0
424631,20,4,4
424632,21,5,3
424633,22,6,2
424634,23,7,1
424635,24,0,0
424636,25,1,7
424641,21,5,3
424642,22,6,2
424643,23,7,1
424644,24,0,0
424645,25,1,7
424646,26,2,6
424651,22,6,2
424652,23,7,1
424653,24,0,0
424654,25,1,7
424655,26,2,6
424656,27,3,5
424661,23,7,1
424662,24,0,0
424663,25,1,7
424664,26,2,6
424665,27,3,5
424666,28,4,4
425111,14,6,2
425112,15,7,1
425113,16,0,0
425114,17,1,7
425115,18,2,6
425116,19,3,5
425121,15,7,1
425122,16,0,0
425123,17,1,7
425124,18,2,6
425125,19,3,5
425126,20,4,4
425131,16,0,0
425132,17,1,7
425133,18,2,6
425134,19,3,5
425135,20,4,4
425136,21,5,3
425141,17,1,7
425142,18,2,6
425143,19,3,5
425144,20,4,4
425145,21,5,3
425146,22,6,2
425151,18,2,6
425152,19,3,5
425153,20,4,4
425154,21,5,3
425155,22,6,2
425156,23,7,1
425161,19,3,5
425162,20,4,4
425163,21,5,3
425164,22,6,2
425165,23,7,1
425166,24,0,0
425211,15,7,1
425212,16,0,0
425213,17,1,7
425214,18,2,6
425215,19,3,5
425216,20,4,4
425221,16,0,0
425222,17,1,7
425223,18,2,6
425224,19,3,5
425225,20,4,4
425226,21,5,3
425231,17,1,7
425232,18,2,6
425233,19,3,5
425234,20,4,4
425235,21,5,3
425236,22,6,2
425241,18,2,6
425242,19,3,5
425243,20,4,4
425244,21,5,3
425245,22,6,2
425246,23,7,1
425251,19,3,5
425252,20,4,4
425253,21,5,3
425254,22,6,2
425255,23,7,1
425256,24,0,0
425261,20,4,4
425262,21,5,3
425263,22,6,2
425264,23,7,1
425265,24,0,0
425266,25,1,7
425311,16,0,0
425312,17,1,7
425313,18,2,6
425314,19,3,5
425315,20,4,4
425316,21,5,3
425321,17,1,7
425322,18,2,6
425323,19,3,5
425324,20,4,4
425325,21,5,3
425326,22,6,2
425331,18,2,6
425332,19,3,5
425333,20,4,4
425334,21,5,3
425335,22,6,2
425336,23,7,1
425341,19,3,5
425342,20,4,4
425343,21,5,3
425344,22,6,2
425345,23,7,1
425346,24,0,0
425351,20,4,4
425352,21,5,3
425353,22,6,2
425354,23,7,1
425355,24,0,0
425356,25,1,7
425361,21,5,3
425362,22,6,2
425363,23,7,1
425364,24,0,0
425365,25,1,7
425366,26,2,6
425411,17,1,7
425412,18,2,6
425413,19,3,5
425414,20,4,4
425415,21,5,3
425416,22,6,2
425421,18,2,6
425422,19,3,5
425423,20,4,4
425424,21,5,3
425425,22,6,2
425426,23,7,1
425431,19,3,5
425432,20,4,4
425433,21,5,3
425434,22,6,2
425435,23,7,1
425436,24,0,0
425441,20,4,4
425442,21,5,3
425443,22,6,2
425444,23,7,1
425445,24,0,0
425446,25,1,7
425451,21,5,3
425452,22,6,2
425453,23,7,1
425454,24,0,0
425455,25,1,7
425456,26,2,6
425461,22,6,2
425462,23,7,1
425463,24,0,0
425464,25,1,7
425465,26,2,6
425466,27,3,5
425511,18,2,6
425512,19,3,5
425513,20,4,4
425514,21,5,3
425515,22,6,2
425516,23,7,1
425521,19,3,5
425522,20,4,4
425523,21,5,3
425524,22,6,2
425525,23,7,1
425526,24,0,0
425531,20,4,4
425532,21,5,3
425533,22,6,2
425534,23,7,1
425535,24,0,0
425536,25,1,7
425541,21,5,3
425542,22,6,2
425543,23,7,1
425544,24,0,0
425545,25,1,7
425546,26,2,6
425551,22,6,2
425552,23,7,1
425553,24,0,0
425554,25,1,7
425555,26,2,6
425556,27,3,5
425561,23,7,1
425562,24,0,0
425563,25,1,7
425564,26,2,6
425565,27,3,5
425566,28,4,4
425611,19,3,5
425612,20,4,4
425613,21,5,3
425614,22,6,2
425615,23,7,1
425616,24,0,0
425621,20,4,4
425622,21,5,3
425623,22,6,2
425624,23,7,1
425625,24,0,0
425626,25,1,7
425631,21,5,3
425632,22,6,2
425633,23,7,1
425634,24,0,0
425635,25,1,7
425636,26,2,6
425641,22,6,2
425642,23,7,1
425643,24,0,0
425644,25,1,7
425645,26,2,6
425646,27,3,5
425651,23,7,1
425652,24,0,0
425653,25,1,7
425654,26,2,6
425655,27,3,5
425656,28,4,4
425661,24,0,0
425662,25,1,7
425663,26,2,6
425664,27,3,5
425665,28,4,4
425666,29,5,3
426111,15,7,1
426112,16,0,0
426113,17,1,7
426114,18,2,6
426115,19,3,5
426116,20,4,4
426121,16,0,0
426122,17,1,7
426123,18,2,6
426124,19,3,5
426125,20,4,4
426126,21,5,3
426131,17,1,7
426132,18,2,6
426133,19,3,5
426134,20,4,4
426135,21,5,3
426136,22,6,2
426141,18,2,6
426142,19,3,5
426143,20,4,4
426144,21,5,3
426145,22,6,2
426146,23,7,1
426151,19,3,5
426152,20,4,4
426153,21,5,3
426154,22,6,2
426155,23,7,1
426156,24,0,0
426161,20,4,4
426162,21,5,3
426163,22,6,2
426164,23,7,1
426165,24,0,0
426166,25,1,7
426211,16,0,0
426212,17,1,7
426213,18,2,6
426214,19,3,5
426215,20,4,4
426216,21,5,3
426221,17,1,7
426222,18,2,6
426223,19,3,5
426224,20,4,4
426225,21,5,3
426226,22,6,2
426231,18,2,6
426232,19,3,5
426233,20,4,4
426234,21,5,3
426235,22,6,2
426236,23,7,1
426241,19,3,5
426242,20,4,4
426243,21,5,3
426244,22,6,2
426245,23,7,1
426246,24,0,0
426251,20,4,4
426252,21,5,3
426253,22,6,2
426254,23,7,1
426255,24,0,0
426256,25,1,7
426261,21,5,3
426262,22,6,2
426263,23,7,1
426264,24,0,0
426265,25,1,7
426266,26,2,6
426311,17,1,7
426312,18,2,6
426313,19,3,5
426314,20,4,4
426315,21,5,3
426316,22,6,2
426321,18,2,6
426322,19,3,5
426323,20,4,4
426324,21,5,3
426325,22,6,2
426326,23,7,1
426331,19,3,5
426332,20,4,4
426333,21,5,3
426334,22,6,2
426335,23,7,1
426336,24,0,0
426341,20,4,4
426342,21,5,3
426343,22,6,2
426344,23,7,1
426345,24,0,0
426346,25,1,7
426351,21,5,3
426352,22,6,2
426353,23,7,1
426354,24,0,0
426355,25,1,7
426356,26,2,6
426361,22,6,2
426362,23,7,1
426363,24,0,0
426364,25,1,7
426365,26,2,6
426366,27,3,5
426411,18,2,6
426412,19,3,5
426413,20,4,4
426414,21,5,3
426415,22,6,2
426416,23,7,1
426421,19,3,5
426422,20,4,4
426423,21,5,3
426424,22,6,2
426425,23,7,1
426426,24,0,0
426431,20,4,4
426432,21,5,3
426433,22,6,2
426434,23,7,1
426435,24,0,0
426436,25,1,7
426441,21,5,3
426442,22,6,2
426443,23,7,1
426444,24,0,0
426445,25,1,7
426446,26,2,6
426451,22,6,2
426452,23,7,1
426453,24,0,0
426454,25,1,7
426455,26,2,6
426456,27,3,5
426461,23,7,1
426462,24,0,0
426463,25,1,7
426464,26,2,6
426465,27,3,5
426466,28,4,4
426511,19,3,5
426512,20,4,4
426513,21,5,3
426514,22,6,2
426515,23,7,1
426516,24,0,0
426521,20,4,4
426522,21,5,3
426523,22,6,2
426524,23,7,1
426525,24,0,0
426526,25,1,7
426531,21,5,3
426532,22,6,2
426533,23,7,1
426534,24,0,0
426535,25,1,7
426536,26,2,6
426541,22,6,2
426542,23,7,1
426543,24,0,0
426544,25,1,7
426545,26,2,6
426546,27,3,5
426551,23,7,1
426552,24,0,0
426553,25,1,7
426554,26,2,6
426555,27,3,5
426556,28,4,4
426561,24,0,0
426562,25,1,7
426563,26,2,6
426564,27,3,5
426565,28,4,4
426566,29,5,3
426611,20,4,4
426612,21,5,3
426613,22,6,2
426614,23,7,1
426615,24,0,0
426616,25,1,7
426621,21,5,3
426622,22,6,2
426623,23,7,1
426624,24,0,0
426625,25,1,7
426626,26,2,6
426631,22,6,2
426632,23,7,1
426633,24,0,0
426634,25,1,7
426635,26,2,6
426636,27,3,5
426641,23,7,1
426642,24,0,0
426643,25,1,7
426644,26,2,6
426645,27,3,5
426646,28,4,4
426651,24,0,0
426652,25,1,7
426653,26,2,6
426654,27,3,5
426655,28,4,4
426656,29,5,3
426661,25,1,7
426662,26,2,6
426663,27,3,5
426664,28,4,4
426665,29,5,3
426666,30,6,2
431111,11,3,5
431112,12,4,4
431113,13,5,3
431114,14,6,2
431115,15,7,1
431116,16,0,0
431121,12,4,4
431122,13,5,3
431123,14,6,2
431124,15,7,1
431125,16,0,0
431126,17,1,7
431131,13,5,3
431132,14,6,2
431133,15,7,1
431134,16,0,0
431135,17,1,7
431136,18,2,6
431141,14,6,2
431142,15,7,1
431143,16,0,0
431144,17,1,7
431145,18,2,6
431146,19,3,5
431151,15,7,1
431152,16,0,0
431153,17,1,7
431154,18,2,6
431155,19,3,5
431156,20,4,4
431161,16,0,0
431162,17,1,7
431163,18,2,6
431164,19,3,5
431165,20,4,4
431166,21,5,3
431211,12,4,4
431212,13,5,3
431213,14,6,2
431214,15,7,1
431215,16,0,0
431216,17,1,7
431221,13,5,3
431222,14,6,2
431223,15,7,1
431224,16,0,0
431225,17,1,7
431226,18,2,6
431231,14,6,2
431232,15,7,1
431233,16,0,0
431234,17,1,7
431235,18,2,6
431236,19,3,5
431241,15,7,1
431242,16,0,0
431243,17,1,7
431244,18,2,6
431245,19,3,5
431246,20,4,4
431251,16,0,0
431252,17,1,7
431253,18,2,6
431254,19,3,5
431255,20,4,4
431256,21,5,3
431261,17,1,7
431262,18,2,6
431263,19,3,5
431264,20,4,4
431265,21,5,3
431266,22,6,2
431311,13,5,3
431312,14,6,2
431313,15,7,1
431314,16,0,0
431315,17,1,7
431316,18,2,6
431321,14,6,2
431322,15,7,1
431323,16,0,0
431324,17,1,7
431325,18,2,6
431326,19,3,5
431331,15,7,1
431332,16,0,0
431333,17,1,7
431334,18,2,6
431335,19,3,5
431336,20,4,4
431341,16,0,0
431342,17,1,7
431343,18,2,6
431344,19,3,5
431345,20,4,4
431346,21,5,3
431351,17,1,7
431352,18,2,6
431353,19,3,5
431354,20,4,4
431355,21,5,3
431356,22,6,2
431361,18,2,6
431362,19,3,5
431363,20,4,4
431364,21,5,3
431365,22,6,2
431366,23,7,1
431411,14,6,2
431412,15,7,1
431413,16,0,0
431414,17,1,7
431415,18,2,6
431416,19,3,5
431421,15,7,1
431422,16,0,0
431423,17,1,7
431424,18,2,6
431425,19,3,5
431426,20,4,4
431431,16,0,0
431432,17,1,7
431433,18,2,6
431434,19,3,5
431435,20,4,4
431436,21,5,3
431441,17,1,7
431442,18,2,6
431443,19,3,5
431444,20,4,4
431445,21,5,3
431446,22,6,2
431451,18,2,6
431452,19,3,5
431453,20,4,4
431454,21,5,3
431455,22,6,2
431456,23,7,1
431461,19,3,5
431462,20,4,4
431463,21,5,3
431464,22,6,2
431465,23,7,1
431466,24,0,0
431511,15,7,1
431512,16,0,0
431513,17,1,7
431514,18,2,6
431515,19,3,5
431516,20,4,4
431521,16,0,0
431522,17,1,7
431523,18,2,6
431524,19,3,5
431525,20,4,4
431526,21,5,3
431531,17,1,7
431532,18,2,6
431533,19,3,5
431534,20,4,4
431535,21,5,3
431536,22,6,2
431541,18,2,6
431542,19,3,5
431543,20,4,4
431544,21,5,3
431545,22,6,2
431546,23,7,1
431551,19,3,5
431552,20,4,4
431553,21,5,3
431554,22,6,2
431555,23,7,1
431556,24,0,0
431561,20,4,4
431562,21,5,3
431563,22,6,2
431564,23,7,1
431565,24,0,0
431566,25,1,7
431611,16,0,0
431612,17,1,7
431613,18,2,6
431614,19,3,5
431615,20,4,4
431616,21,5,3
431621,17,1,7
431622,18,2,6
431623,19,3,5
431624,20,4,4
431625,21,5,3
431626,22,6,2
431631,18,2,6
431632,19,3,5
431633,20,4,4
431634,21,5,3
431635,22,6,2
431636,23,7,1
431641,19,3,5
431642,20,4,4
431643,21,5,3
431644,22,6,2
431645,23,7,1
431646,24,0,0
431651,20,4,4
431652,21,5,3
431653,22,6,2
431654,23,7,1
431655,24,0,0
431656,25,1,7
431661,21,5,3
431662,22,6,2
431663,23,7,1
431664,24,0,0
431665,25,1,7
431666,26,2,6
432111,12,4,4
432112,13,5,3
432113,14,6,2
432114,15,7,1
432115,16,0,0
432116,17,1,7
432121,13,5,3
432122,14,6,2
432123,15,7,1
432124,16,0,0
432125,17,1,7
432126,18,2,6
432131,14,6,2
432132,15,7,1
432133,16,0,0
432134,17,1,7
432135,18,2,6
432136,19,3,5
432141,15,7,1
432142,16,0,0
432143,17,1,7
432144,18,2,6
432145,19,3,5
432146,20,4,4
432151,16,0,0
432152,17,1,7
432153,18,2,6
432154,19,3,5
432155,20,4,4
432156,21,5,3
432161,17,1,7
432162,18,2,6
432163,19,3,5
432164,20,4,4
432165,21,5,3
432166,22,6,2
432211,13,5,3
432212,14,6,2
432213,15,7,1
432214,16,0,0
432215,17,1,7
432216,18,2,6
432221,14,6,2
432222,15,7,1
432223,16,0,0
432224,17,1,7
432225,18,2,6
432226,19,3,5
432231,15,7,1
432232,16,0,0
432233,17,1,7
432234,18,2,6
432235,19,3,5
432236,20,4,4
432241,16,0,0
432242,17,1,7
432243,18,2,6
432244,19,3,5
432245,20,4,4
432246,21,5,3
432251,17,1,7
432252,18,2,6
432253,19,3,5
432254,20,4,4
432255,21,5,3
432256,22,6,2
432261,18,2,6
432262,19,3,5
432263,20,4,4
432264,21,5,3
432265,22,6,2
432266,23,7,1
432311,14,6,2
432312,15,7,1
432313,16,0,0
432314,17,1,7
432315,18,2,6
432316,19,3,5
432321,15,7,1
432322,16,0,0
432323,17,1,7
432324,18,2,6
432325,19,3,5
432326,20,4,4
432331,16,0,0
432332,17,1,7
432333,18,2,6
432334,19,3,5
432335,20,4,4
432336,21,5,3
432341,17,1,7
432342,18,2,6
432343,19,3,5
432344,20,4,4
432345,21,5,3
432346,22,6,2
432351,18,2,6
432352,19,3,5
432353,20,4,4
432354,21,5,3
432355,22,6,2
432356,23,7,1
432361,19,3,5
432362,20,4,4
432363,21,5,3
432364,22,6,2
432365,23,7,1
432366,24,0,0
432411,15,7,1
432412,16,0,0
432413,17,1,7
432414,18,2,6
432415,19,3,5
432416,20,4,4
432421,16,0,0
432422,17,1,7
