Five-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
33215,14,6,2
33216,15,7,1
33221,11,3,5
33222,12,4,4
33223,13,5,3
33224,14,6,2
33225,15,7,1
33226,16,0,0
33231,12,4,4
33232,13,5,3
33233,14,6,2
33234,15,7,1
33235,16,0,0
33236,17,1,7
33241,13,5,3
33242,14,6,2
33243,15,7,1
33244,16,0,0
33245,17,1,7
33246,18,2,6
33251,14,6,2
33252,15,7,1
33253,16,0,0
33254,17,1,7
33255,18,2,6
33256,19,3,5
33261,15,7,1
33262,16,0,0
33263,17,1,7
33264,18,2,6
33265,19,3,5
33266,20,4,4
33311,11,3,5
33312,12,4,4
33313,13,5,3
33314,14,6,2
33315,15,7,1
33316,16,0,0
33321,12,4,4
33322,13,5,3
33323,14,6,2
33324,15,7,1
33325,16,0,0
33326,17,1,7
33331,13,5,3
33332,14,6,2
33333,15,7,1
33334,16,0,0
33335,17,1,7
33336,18,2,6
33341,14,6,2
33342,15,7,1
33343,16,0,0
33344,17,1,7
33345,18,2,6
33346,19,3,5
33351,15,7,1
33352,16,0,0
33353,17,1,7
33354,18,2,6
33355,19,3,5
33356,20,4,4
33361,16,0,0
33362,17,1,7
33363,18,2,6
33364,19,3,5
33365,20,4,4
33366,21,5,3
33411,12,4,4
33412,13,5,3
33413,14,6,2
33414,15,7,1
33415,16,0,0
33416,17,1,7
33421,13,5,3
33422,14,6,2
33423,15,7,1
33424,16,0,0
33425,17,1,7
33426,18,2,6
33431,14,6,2
33432,15,7,1
33433,16,0,0
33434,17,1,7
33435,18,2,6
33436,19,3,5
33441,15,7,1
33442,16,0,0
33443,17,1,7
33444,18,2,6
33445,19,3,5
33446,20,4,4
33451,16,0,0
33452,17,1,7
33453,18,2,6
33454,19,3,5
33455,20,4,4
33456,21,5,3
33461,17,1,7
33462,18,2,6
33463,19,3,5
33464,20,4,4
33465,21,5,3
33466,22,6,2
33511,13,5,3
33512,14,6,2
33513,15,7,1
33514,16,0,0
33515,17,1,7
33516,18,2,6
33521,14,6,2
33522,15,7,1
33523,16,0,0
33524,17,1,7
33525,18,2,6
33526,19,3,5
33531,15,7,1
33532,16,0,0
33533,17,1,7
33534,18,2,6
33535,19,3,5
33536,20,4,4
33541,16,0,0
33542,17,1,7
33543,18,2,6
33544,19,3,5
33545,20,4,4
33546,21,5,3
33551,17,1,7
33552,18,2,6
33553,19,3,5
33554,20,4,4
33555,21,5,3
33556,22,6,2
33561,18,2,6
33562,19,3,5
33563,20,4,4
33564,21,5,3
33565,22,6,2
33566,23,7,1
33611,14,6,2
33612,15,7,1
33613,16,0,0
33614,17,1,7
33615,18,2,6
33616,19,3,5
33621,15,7,1
33622,16,0,0
33623,17,1,7
33624,18,2,6
33625,19,3,5
33626,20,4,4
33631,16,0,0
33632,17,1,7
33633,18,2,6
33634,19,3,5
33635,20,4,4
33636,21,5,3
33641,17,1,7
33642,18,2,6
33643,19,3,5
33644,20,4,4
33645,21,5,3
33646,22,6,2
33651,18,2,6
33652,19,3,5
33653,20,4,4
33654,21,5,3
33655,22,6,2
33656,23,7,1
33661,19,3,5
33662,20,4,4
33663,21,5,3
33664,22,6,2
33665,23,7,1
33666,24,0,0
34111,10,2,6
34112,11,3,5
34113,12,4,4
34114,13,5,3
34115,14,6,2
34116,15,7,1
34121,11,3,5
34122,12,4,4
34123,13,5,3
34124,14,6,2
34125,15,7,1
34126,16,0,0
34131,12,4,4
34132,13,5,3
34133,14,6,2
34134,15,7,1
34135,16,0,0
34136,17,1,7
34141,13,5,3
34142,14,6,2
34143,15,7,1
34144,16,0,0
34145,17,1,7
34146,18,2,6
34151,14,6,2
34152,15,7,1
34153,16,0,0
34154,17,1,7
34155,18,2,6
34156,19,3,5
34161,15,7,1
34162,16,0,0
34163,17,1,7
34164,18,2,6
34165,19,3,5
34166,20,4,4
34211,11,3,5
34212,12,4,4
34213,13,5,3
34214,14,6,2
34215,15,7,1
34216,16,0,0
34221,12,4,4
34222,13,5,3
34223,14,6,2
34224,15,7,1
34225,16,0,0
34226,17,1,7
34231,13,5,3
34232,14,6,2
34233,15,7,1
34234,16,0,0
34235,17,1,7
34236,18,2,6
34241,14,6,2
34242,15,7,1
34243,16,0,0
34244,17,1,7
34245,18,2,6
34246,19,3,5
34251,15,7,1
34252,16,0,0
34253,17,1,7
34254,18,2,6
34255,19,3,5
34256,20,4,4
34261,16,0,0
34262,17,1,7
34263,18,2,6
34264,19,3,5
34265,20,4,4
34266,21,5,3
34311,12,4,4
34312,13,5,3
34313,14,6,2
34314,15,7,1
34315,16,0,0
34316,17,1,7
34321,13,5,3
34322,14,6,2
34323,15,7,1
34324,16,0,0
34325,17,1,7
34326,18,2,6
34331,14,6,2
34332,15,7,1
34333,16,0,0
34334,17,1,7
34335,18,2,6
34336,19,3,5
34341,15,7,1
34342,16,0,0
34343,17,1,7
34344,18,2,6
34345,19,3,5
34346,20,4,4
34351,16,0,0
34352,17,1,7
34353,18,2,6
34354,19,3,5
34355,20,4,4
34356,21,5,3
34361,17,1,7
34362,18,2,6
34363,19,3,5
34364,20,4,4
34365,21,5,3
34366,22,6,2
34411,13,5,3
34412,14,6,2
34413,15,7,1
34414,16,0,0
34415,17,1,7
34416,18,2,6
34421,14,6,2
34422,15,7,1
34423,16,0,0
34424,17,1,7
34425,18,2,6
34426,19,3,5
34431,15,7,1
34432,16,0,0
34433,17,1,7
34434,18,2,6
34435,19,3,5
34436,20,4,4
34441,16,0,0
34442,17,1,7
34443,18,2,6
34444,19,3,5
34445,20,4,4
34446,21,5,3
34451,17,1,7
34452,18,2,6
34453,19,3,5
34454,20,4,4
34455,21,5,3
34456,22,6,2
34461,18,2,6
34462,19,3,5
34463,20,4,4
34464,21,5,3
34465,22,6,2
34466,23,7,1
34511,14,6,2
34512,15,7,1
34513,16,0,0
34514,17,1,7
34515,18,2,6
34516,19,3,5
34521,15,7,1
34522,16,0,0
34523,17,1,7
34524,18,2,6
34525,19,3,5
34526,20,4,4
34531,16,0,0
34532,17,1,7
34533,18,2,6
34534,19,3,5
34535,20,4,4
34536,21,5,3
34541,17,1,7
34542,18,2,6
34543,19,3,5
34544,20,4,4
34545,21,5,3
34546,22,6,2
34551,18,2,6
34552,19,3,5
34553,20,4,4
34554,21,5,3
34555,22,6,2
34556,23,7,1
34561,19,3,5
34562,20,4,4
34563,21,5,3
34564,22,6,2
34565,23,7,1
34566,24,0,0
34611,15,7,1
34612,16,0,0
34613,17,1,7
34614,18,2,6
34615,19,3,5
34616,20,4,4
34621,16,0,0
34622,17,1,7
34623,18,2,6
34624,19,3,5
34625,20,4,4
34626,21,5,3
34631,17,1,7
34632,18,2,6
34633,19,3,5
34634,20,4,4
34635,21,5,3
34636,22,6,2
34641,18,2,6
34642,19,3,5
34643,20,4,4
34644,21,5,3
34645,22,6,2
34646,23,7,1
34651,19,3,5
34652,20,4,4
34653,21,5,3
34654,22,6,2
34655,23,7,1
34656,24,0,0
34661,20,4,4
34662,21,5,3
34663,22,6,2
34664,23,7,1
34665,24,0,0
34666,25,1,7
35111,11,3,5
35112,12,4,4
35113,13,5,3
35114,14,6,2
35115,15,7,1
35116,16,0,0
35121,12,4,4
35122,13,5,3
35123,14,6,2
35124,15,7,1
35125,16,0,0
35126,17,1,7
35131,13,5,3
35132,14,6,2
35133,15,7,1
35134,16,0,0
35135,17,1,7
35136,18,2,6
35141,14,6,2
35142,15,7,1
35143,16,0,0
35144,17,1,7
35145,18,2,6
35146,19,3,5
35151,15,7,1
35152,16,0,0
35153,17,1,7
35154,18,2,6
35155,19,3,5
35156,20,4,4
35161,16,0,0
35162,17,1,7
35163,18,2,6
35164,19,3,5
35165,20,4,4
35166,21,5,3
35211,12,4,4
35212,13,5,3
35213,14,6,2
35214,15,7,1
35215,16,0,0
35216,17,1,7
35221,13,5,3
35222,14,6,2
35223,15,7,1
35224,16,0,0
35225,17,1,7
35226,18,2,6
35231,14,6,2
35232,15,7,1
35233,16,0,0
35234,17,1,7
35235,18,2,6
35236,19,3,5
35241,15,7,1
35242,16,0,0
35243,17,1,7
35244,18,2,6
35245,19,3,5
35246,20,4,4
35251,16,0,0
35252,17,1,7
35253,18,2,6
35254,19,3,5
35255,20,4,4
35256,21,5,3
35261,17,1,7
35262,18,2,6
35263,19,3,5
35264,20,4,4
35265,21,5,3
35266,22,6,2
35311,13,5,3
35312,14,6,2
35313,15,7,1
35314,16,0,0
35315,17,1,7
35316,18,2,6
35321,14,6,2
35322,15,7,1
35323,16,0,0
35324,17,1,7
35325,18,2,6
35326,19,3,5
35331,15,7,1
35332,16,0,0
35333,17,1,7
35334,18,2,6
35335,19,3,5
35336,20,4,4
35341,16,0,0
35342,17,1,7
35343,18,2,6
35344,19,3,5
35345,20,4,4
35346,21,5,3
35351,17,1,7
35352,18,2,6
35353,19,3,5
35354,20,4,4
35355,21,5,3
35356,22,6,2
35361,18,2,6
35362,19,3,5
35363,20,4,4
35364,21,5,3
35365,22,6,2
35366,23,7,1
35411,14,6,2
35412,15,7,1
35413,16,0,0
35414,17,1,7
35415,18,2,6
35416,19,3,5
35421,15,7,1
35422,16,0,0
35423,17,1,7
35424,18,2,6
35425,19,3,5
35426,20,4,4
35431,16,0,0
35432,17,1,7
35433,18,2,6
35434,19,3,5
35435,20,4,4
35436,21,5,3
35441,17,1,7
35442,18,2,6
35443,19,3,5
35444,20,4,4
35445,21,5,3
35446,22,6,2
35451,18,2,6
35452,19,3,5
35453,20,4,4
35454,21,5,3
35455,22,6,2
35456,23,7,1
35461,19,3,5
35462,20,4,4
35463,21,5,3
35464,22,6,2
35465,23,7,1
35466,24,0,0
35511,15,7,1
35512,16,0,0
35513,17,1,7
35514,18,2,6
35515,19,3,5
35516,20,4,4
35521,16,0,0
35522,17,1,7
35523,18,2,6
35524,19,3,5
35525,20,4,4
35526,21,5,3
35531,17,1,7
35532,18,2,6
35533,19,3,5
35534,20,4,4
35535,21,5,3
35536,22,6,2
35541,18,2,6
35542,19,3,5
35543,20,4,4
35544,21,5,3
35545,22,6,2
35546,23,7,1
35551,19,3,5
35552,20,4,4
35553,21,5,3
35554,22,6,2
35555,23,7,1
35556,24,0,0
35561,20,4,4
35562,21,5,3
35563,22,6,2
35564,23,7,1
35565,24,0,0
35566,25,1,7
35611,16,0,0
35612,17,1,7
35613,18,2,6
35614,19,3,5
35615,20,4,4
35616,21,5,3
35621,17,1,7
35622,18,2,6
35623,19,3,5
35624,20,4,4
35625,21,5,3
35626,22,6,2
35631,18,2,6
35632,19,3,5
35633,20,4,4
35634,21,5,3
35635,22,6,2
35636,23,7,1
35641,19,3,5
35642,20,4,4
35643,21,5,3
35644,22,6,2
35645,23,7,1
35646,24,0,0
35651,20,4,4
35652,21,5,3
35653,22,6,2
35654,23,7,1
35655,24,0,0
35656,25,1,7
35661,21,5,3
35662,22,6,2
35663,23,7,1
35664,24,0,0
35665,25,1,7
35666,26,2,6
36111,12,4,4
36112,13,5,3
36113,14,6,2
36114,15,7,1
36115,16,0,0
36116,17,1,7
36121,13,5,3
36122,14,6,2
36123,15,7,1
36124,16,0,0
36125,17,1,7
36126,18,2,6
36131,14,6,2
36132,15,7,1
36133,16,0,0
36134,17,1,7
36135,18,2,6
36136,19,3,5
36141,15,7,1
36142,16,0,0
36143,17,1,7
36144,18,2,6
36145,19,3,5
36146,20,4,4
36151,16,0,0
36152,17,1,7
36153,18,2,6
36154,19,3,5
36155,20,4,4
36156,21,5,3
36161,17,1,7
36162,18,2,6
36163,19,3,5
36164,20,4,4
36165,21,5,3
36166,22,6,2
36211,13,5,3
36212,14,6,2
36213,15,7,1
36214,16,0,0
36215,17,1,7
36216,18,2,6
36221,14,6,2
36222,15,7,1
36223,16,0,0
36224,17,1,7
36225,18,2,6
36226,19,3,5
36231,15,7,1
36232,16,0,0
36233,17,1,7
36234,18,2,6
36235,19,3,5
36236,20,4,4
36241,16,0,0
36242,17,1,7
36243,18,2,6
36244,19,3,5
36245,20,4,4
36246,21,5,3
36251,17,1,7
36252,18,2,6
36253,19,3,5
36254,20,4,4
36255,21,5,3
36256,22,6,2
36261,18,2,6
36262,19,3,5
36263,20,4,4
36264,21,5,3
36265,22,6,2
36266,23,7,1
36311,14,6,2
36312,15,7,1
36313,16,0,0
36314,17,1,7
36315,18,2,6
36316,19,3,5
36321,15,7,1
36322,16,0,0
36323,17,1,7
36324,18,2,6
36325,19,3,5
36326,20,4,4
36331,16,0,0
36332,17,1,7
36333,18,2,6
36334,19,3,5
36335,20,4,4
36336,21,5,3
36341,17,1,7
36342,18,2,6
36343,19,3,5
36344,20,4,4
36345,21,5,3
36346,22,6,2
36351,18,2,6
36352,19,3,5
36353,20,4,4
36354,21,5,3
36355,22,6,2
36356,23,7,1
36361,19,3,5
36362,20,4,4
36363,21,5,3
36364,22,6,2
36365,23,7,1
36366,24,0,0
36411,15,7,1
36412,16,0,0
36413,17,1,7
36414,18,2,6
36415,19,3,5
36416,20,4,4
36421,16,0,0
36422,17,1,7
36423,18,2,6
36424,19,3,5
36425,20,4,4
36426,21,5,3
36431,17,1,7
36432,18,2,6
36433,19,3,5
36434,20,4,4
36435,21,5,3
36436,22,6,2
36441,18,2,6
36442,19,3,5
36443,20,4,4
36444,21,5,3
36445,22,6,2
36446,23,7,1
36451,19,3,5
36452,20,4,4
36453,21,5,3
36454,22,6,2
36455,23,7,1
36456,24,0,0
36461,20,4,4
36462,21,5,3
36463,22,6,2
36464,23,7,1
36465,24,0,0
36466,25,1,7
36511,16,0,0
36512,17,1,7
36513,18,2,6
36514,19,3,5
36515,20,4,4
36516,21,5,3
36521,17,1,7
36522,18,2,6
36523,19,3,5
36524,20,4,4
36525,21,5,3
36526,22,6,2
36531,18,2,6
36532,19,3,5
36533,20,4,4
36534,21,5,3
36535,22,6,2
36536,23,7,1
36541,19,3,5
36542,20,4,4
36543,21,5,3
36544,22,6,2
36545,23,7,1
36546,24,0,0
36551,20,4,4
36552,21,5,3
36553,22,6,2
36554,23,7,1
36555,24,0,0
36556,25,1,7
36561,21,5,3
36562,22,6,2
36563,23,7,1
36564,24,0,0
36565,25,1,7
36566,26,2,6
36611,17,1,7
36612,18,2,6
36613,19,3,5
36614,20,4,4
36615,21,5,3
36616,22,6,2
36621,18,2,6
36622,19,3,5
36623,20,4,4
36624,21,5,3
36625,22,6,2
36626,23,7,1
36631,19,3,5
36632,20,4,4
36633,21,5,3
36634,22,6,2
36635,23,7,1
36636,24,0,0
36641,20,4,4
36642,21,5,3
36643,22,6,2
36644,23,7,1
36645,24,0,0
36646,25,1,7
36651,21,5,3
36652,22,6,2
36653,23,7,1
36654,24,0,0
36655,25,1,7
36656,26,2,6
36661,22,6,2
36662,23,7,1
36663,24,0,0
36664,25,1,7
36665,26,2,6
36666,27,3,5
41111,8,0,0
41112,9,1,7
41113,10,2,6
41114,11,3,5
41115,12,4,4
41116,13,5,3
41121,9,1,7
41122,10,2,6
41123,11,3,5
41124,12,4,4
41125,13,5,3
41126,14,6,2
41131,10,2,6
41132,11,3,5
41133,12,4,4
41134,13,5,3
41135,14,6,2
41136,15,7,1
41141,11,3,5
41142,12,4,4
41143,13,5,3
41144,14,6,2
41145,15,7,1
41146,16,0,0
41151,12,4,4
41152,13,5,3
41153,14,6,2
41154,15,7,1
41155,16,0,0
41156,17,1,7
41161,13,5,3
41162,14,6,2
41163,15,7,1
41164,16,0,0
41165,17,1,7
41166,18,2,6
41211,9,1,7
41212,10,2,6
41213,11,3,5
41214,12,4,4
41215,13,5,3
41216,14,6,2
41221,10,2,6
41222,11,3,5
41223,12,4,4
41224,13,5,3
41225,14,6,2
41226,15,7,1
41231,11,3,5
41232,12,4,4
41233,13,5,3
41234,14,6,2
41235,15,7,1
41236,16,0,0
41241,12,4,4
41242,13,5,3
41243,14,6,2
41244,15,7,1
41245,16,0,0
41246,17,1,7
41251,13,5,3
41252,14,6,2
41253,15,7,1
41254,16,0,0
41255,17,1,7
41256,18,2,6
41261,14,6,2
41262,15,7,1
41263,16,0,0
41264,17,1,7
41265,18,2,6
41266,19,3,5
41311,10,2,6
41312,11,3,5
41313,12,4,4
41314,13,5,3
41315,14,6,2
41316,15,7,1
41321,11,3,5
41322,12,4,4
41323,13,5,3
41324,14,6,2
41325,15,7,1
41326,16,0,0
41331,12,4,4
41332,13,5,3
41333,14,6,2
41334,15,7,1
41335,16,0,0
41336,17,1,7
41341,13,5,3
41342,14,6,2
41343,15,7,1
41344,16,0,0
41345,17,1,7
41346,18,2,6
41351,14,6,2
41352,15,7,1
41353,16,0,0
41354,17,1,7
41355,18,2,6
41356,19,3,5
41361,15,7,1
41362,16,0,0
41363,17,1,7
41364,18,2,6
41365,19,3,5
41366,20,4,4
41411,11,3,5
41412,12,4,4
41413,13,5,3
41414,14,6,2
41415,15,7,1
41416,16,0,0
41421,12,4,4
41422,13,5,3
41423,14,6,2
41424,15,7,1
41425,16,0,0
41426,17,1,7
41431,13,5,3
41432,14,6,2
41433,15,7,1
41434,16,0,0
41435,17,1,7
41436,18,2,6
41441,14,6,2
41442,15,7,1
41443,16,0,0
41444,17,1,7
41445,18,2,6
41446,19,3,5
41451,15,7,1
41452,16,0,0
41453,17,1,7
41454,18,2,6
41455,19,3,5
41456,20,4,4
41461,16,0,0
41462,17,1,7
41463,18,2,6
41464,19,3,5
41465,20,4,4
41466,21,5,3
41511,12,4,4
41512,13,5,3
41513,14,6,2
41514,15,7,1
41515,16,0,0
41516,17,1,7
41521,13,5,3
41522,14,6,2
41523,15,7,1
41524,16,0,0
41525,17,1,7
41526,18,2,6
41531,14,6,2
41532,15,7,1
41533,16,0,0
41534,17,1,7
41535,18,2,6
41536,19,3,5
41541,15,7,1
41542,16,0,0
41543,17,1,7
41544,18,2,6
41545,19,3,5
41546,20,4,4
41551,16,0,0
41552,17,1,7
41553,18,2,6
41554,19,3,5
41555,20,4,4
41556,21,5,3
41561,17,1,7
41562,18,2,6
41563,19,3,5
41564,20,4,4
41565,21,5,3
41566,22,6,2
41611,13,5,3
41612,14,6,2
41613,15,7,1
41614,16,0,0
41615,17,1,7
41616,18,2,6
41621,14,6,2
41622,15,7,1
41623,16,0,0
41624,17,1,7
41625,18,2,6
41626,19,3,5
41631,15,7,1
41632,16,0,0
41633,17,1,7
41634,18,2,6
41635,19,3,5
41636,20,4,4
41641,16,0,0
41642,17,1,7
41643,18,2,6
41644,19,3,5
41645,20,4,4
41646,21,5,3
41651,17,1,7
41652,18,2,6
41653,19,3,5
41654,20,4,4
41655,21,5,3
41656,22,6,2
41661,18,2,6
41662,19,3,5
41663,20,4,4
41664,21,5,3
41665,22,6,2
41666,23,7,1
42111,9,1,7
42112,10,2,6
42113,11,3,5
42114,12,4,4
42115,13,5,3
42116,14,6,2
42121,10,2,6
42122,11,3,5
42123,12,4,4
42124,13,5,3
42125,14,6,2
42126,15,7,1
42131,11,3,5
42132,12,4,4
42133,13,5,3
42134,14,6,2
42135,15,7,1
42136,16,0,0
42141,12,4,4
42142,13,5,3
42143,14,6,2
42144,15,7,1
42145,16,0,0
42146,17,1,7
42151,13,5,3
42152,14,6,2
42153,15,7,1
42154,16,0,0
42155,17,1,7
42156,18,2,6
42161,14,6,2
42162,15,7,1
42163,16,0,0
42164,17,1,7
42165,18,2,6
42166,19,3,5
42211,10,2,6
42212,11,3,5
42213,12,4,4
42214,13,5,3
42215,14,6,2
42216,15,7,1
42221,11,3,5
42222,12,4,4
42223,13,5,3
42224,14,6,2
42225,15,7,1
42226,16,0,0
42231,12,4,4
42232,13,5,3
42233,14,6,2
42234,15,7,1
42235,16,0,0
42236,17,1,7
42241,13,5,3
42242,14,6,2
42243,15,7,1
42244,16,0,0
42245,17,1,7
42246,18,2,6
42251,14,6,2
42252,15,7,1
42253,16,0,0
42254,17,1,7
42255,18,2,6
42256,19,3,5
42261,15,7,1
42262,16,0,0
42263,17,1,7
42264,18,2,6
42265,19,3,5
42266,20,4,4
42311,11,3,5
42312,12,4,4
42313,13,5,3
42314,14,6,2
42315,15,7,1
42316,16,0,0
42321,12,4,4
42322,13,5,3
42323,14,6,2
42324,15,7,1
42325,16,0,0
42326,17,1,7
42331,13,5,3
42332,14,6,2
42333,15,7,1
42334,16,0,0
42335,17,1,7
42336,18,2,6
42341,14,6,2
42342,15,7,1
42343,16,0,0
42344,17,1,7
42345,18,2,6
42346,19,3,5
42351,15,7,1
42352,16,0,0
42353,17,1,7
42354,18,2,6
42355,19,3,5
42356,20,4,4
42361,16,0,0
42362,17,1,7
42363,18,2,6
42364,19,3,5
42365,20,4,4
42366,21,5,3
42411,12,4,4
42412,13,5,3
42413,14,6,2
42414,15,7,1
42415,16,0,0
42416,17,1,7
42421,13,5,3
42422,14,6,2
42423,15,7,1
42424,16,0,0
42425,17,1,7
42426,18,2,6
42431,14,6,2
42432,15,7,1
42433,16,0,0
42434,17,1,7
42435,18,2,6
42436,19,3,5
42441,15,7,1
42442,16,0,0
42443,17,1,7
42444,18,2,6
42445,19,3,5
42446,20,4,4
42451,16,0,0
42452,17,1,7
42453,18,2,6
42454,19,3,5
42455,20,4,4
42456,21,5,3
42461,17,1,7
42462,18,2,6
42463,19,3,5
42464,20,4,4
42465,21,5,3
42466,22,6,2
42511,13,5,3
42512,14,6,2
42513,15,7,1
42514,16,0,0
42515,17,1,7
42516,18,2,6
42521,14,6,2
42522,15,7,1
42523,16,0,0
42524,17,1,7
42525,18,2,6
42526,19,3,5
42531,15,7,1
42532,16,0,0
42533,17,1,7
42534,18,2,6
42535,19,3,5
42536,20,4,4
42541,16,0,0
42542,17,1,7
42543,18,2,6
42544,19,3,5
42545,20,4,4
42546,21,5,3
42551,17,1,7
42552,18,2,6
42553,19,3,5
42554,20,4,4
42555,21,5,3
42556,22,6,2
42561,18,2,6
42562,19,3,5
42563,20,4,4
42564,21,5,3
42565,22,6,2
42566,23,7,1
42611,14,6,2
42612,15,7,1
42613,16,0,0
42614,17,1,7
42615,18,2,6
42616,19,3,5
42621,15,7,1
42622,16,0,0
42623,17,1,7
42624,18,2,6
42625,19,3,5
42626,20,4,4
42631,16,0,0
42632,17,1,7
42633,18,2,6
42634,19,3,5
42635,20,4,4
42636,21,5,3
42641,17,1,7
42642,18,2,6
42643,19,3,5
42644,20,4,4
42645,21,5,3
42646,22,6,2
42651,18,2,6
42652,19,3,5
42653,20,4,4
42654,21,5,3
42655,22,6,2
42656,23,7,1
42661,19,3,5
42662,20,4,4
42663,21,5,3
42664,22,6,2
42665,23,7,1
42666,24,0,0
43111,10,2,6
43112,11,3,5
43113,12,4,4
43114,13,5,3
43115,14,6,2
43116,15,7,1
43121,11,3,5
43122,12,4,4
43123,13,5,3
43124,14,6,2
43125,15,7,1
43126,16,0,0
43131,12,4,4
43132,13,5,3
43133,14,6,2
43134,15,7,1
43135,16,0,0
43136,17,1,7
43141,13,5,3
43142,14,6,2
43143,15,7,1
43144,16,0,0
43145,17,1,7
43146,18,2,6
43151,14,6,2
43152,15,7,1
43153,16,0,0
43154,17,1,7
43155,18,2,6
43156,19,3,5
43161,15,7,1
43162,16,0,0
43163,17,1,7
43164,18,2,6
43165,19,3,5
43166,20,4,4
43211,11,3,5
43212,12,4,4
43213,13,5,3
43214,14,6,2
43215,15,7,1
43216,16,0,0
43221,12,4,4
43222,13,5,3
43223,14,6,2
43224,15,7,1
43225,16,0,0
43226,17,1,7
43231,13,5,3
43232,14,6,2
43233,15,7,1
43234,16,0,0
43235,17,1,7
43236,18,2,6
43241,14,6,2
43242,15,7,1
43243,16,0,0
43244,17,1,7
43245,18,2,6
43246,19,3,5
43251,15,7,1
43252,16,0,0
43253,17,1,7
43254,18,2,6
43255,19,3,5
43256,20,4,4
43261,16,0,0
43262,17,1,7
43263,18,2,6
43264,19,3,5
43265,20,4,4
43266,21,5,3
43311,12,4,4
43312,13,5,3
43313,14,6,2
43314,15,7,1
43315,16,0,0
43316,17,1,7
43321,13,5,3
43322,14,6,2
43323,15,7,1
43324,16,0,0
43325,17,1,7
43326,18,2,6
43331,14,6,2
43332,15,7,1
43333,16,0,0
43334,17,1,7
43335,18,2,6
43336,19,3,5
43341,15,7,1
43342,16,0,0
43343,17,1,7
43344,18,2,6
43345,19,3,5
43346,20,4,4
43351,16,0,0
43352,17,1,7
43353,18,2,6
43354,19,3,5
43355,20,4,4
43356,21,5,3
43361,17,1,7
43362,18,2,6
43363,19,3,5
43364,20,4,4
43365,21,5,3
43366,22,6,2
43411,13,5,3
43412,14,6,2
43413,15,7,1
43414,16,0,0
43415,17,1,7
43416,18,2,6
43421,14,6,2
43422,15,7,1
43423,16,0,0
43424,17,1,7
43425,18,2,6
43426,19,3,5
43431,15,7,1
43432,16,0,0
43433,17,1,7
43434,18,2,6
43435,19,3,5
43436,20,4,4
43441,16,0,0
43442,17,1,7
43443,18,2,6
43444,19,3,5
43445,20,4,4
43446,21,5,3
43451,17,1,7
43452,18,2,6
43453,19,3,5
43454,20,4,4
43455,21,5,3
43456,22,6,2
43461,18,2,6
43462,19,3,5
43463,20,4,4
43464,21,5,3
43465,22,6,2
43466,23,7,1
43511,14,6,2
43512,15,7,1
43513,16,0,0
43514,17,1,7
43515,18,2,6
43516,19,3,5
43521,15,7,1
43522,16,0,0
43523,17,1,7
43524,18,2,6
43525,19,3,5
43526,20,4,4
43531,16,0,0
43532,17,1,7
43533,18,2,6
43534,19,3,5
43535,20,4,4
43536,21,5,3
43541,17,1,7
43542,18,2,6
43543,19,3,5
43544,20,4,4
43545,21,5,3
43546,22,6,2
43551,18,2,6
43552,19,3,5
43553,20,4,4
43554,21,5,3
43555,22,6,2
43556,23,7,1
43561,19,3,5
43562,20,4,4
43563,21,5,3
43564,22,6,2
43565,23,7,1
43566,24,0,0
43611,15,7,1
43612,16,0,0
43613,17,1,7
43614,18,2,6
43615,19,3,5
43616,20,4,4
43621,16,0,0
43622,17,1,7
43623,18,2,6
43624,19,3,5
43625,20,4,4
43626,21,5,3
43631,17,1,7
43632,18,2,6
43633,19,3,5
43634,20,4,4
43635,21,5,3
43636,22,6,2
43641,18,2,6
43642,19,3,5
43643,20,4,4
43644,21,5,3
43645,22,6,2
43646,23,7,1
43651,19,3,5
43652,20,4,4
43653,21,5,3
43654,22,6,2
43655,23,7,1
43656,24,0,0
43661,20,4,4
43662,21,5,3
43663,22,6,2
43664,23,7,1
43665,24,0,0
43666,25,1,7
44111,11,3,5
44112,12,4,4
44113,13,5,3
44114,14,6,2
44115,15,7,1
44116,16,0,0
44121,12,4,4
44122,13,5,3
44123,14,6,2
44124,15,7,1
44125,16,0,0
44126,17,1,7
44131,13,5,3
44132,14,6,2
44133,15,7,1
44134,16,0,0
44135,17,1,7
44136,18,2,6
44141,14,6,2
44142,15,7,1
44143,16,0,0
44144,17,1,7
44145,18,2,6
44146,19,3,5
44151,15,7,1
44152,16,0,0
44153,17,1,7
44154,18,2,6
44155,19,3,5
44156,20,4,4
44161,16,0,0
44162,17,1,7
44163,18,2,6
44164,19,3,5
44165,20,4,4
44166,21,5,3
44211,12,4,4
44212,13,5,3
44213,14,6,2
44214,15,7,1
44215,16,0,0
44216,17,1,7
44221,13,5,3
44222,14,6,2
44223,15,7,1
44224,16,0,0
44225,17,1,7
44226,18,2,6
44231,14,6,2
44232,15,7,1
44233,16,0,0
44234,17,1,7
44235,18,2,6
44236,19,3,5
44241,15,7,1
44242,16,0,0
44243,17,1,7
44244,18,2,6
44245,19,3,5
44246,20,4,4
44251,16,0,0
44252,17,1,7
44253,18,2,6
44254,19,3,5
44255,20,4,4
44256,21,5,3
44261,17,1,7
44262,18,2,6
44263,19,3,5
44264,20,4,4
44265,21,5,3
44266,22,6,2
44311,13,5,3
44312,14,6,2
44313,15,7,1
44314,16,0,0
44315,17,1,7
44316,18,2,6
44321,14,6,2
